LLM,Complexity,Metric,TopK,RuleCountFile,EvalMode,r2,mae,spearman,mcc,f1
llama3.1:70b,medium,explanation_length,1,17,heldout_refit_on_rule_activations,0.9371146723821501,51.62317604512744,0.2802105117112093,1.0,1.0
llama3.1:70b,medium,explanation_length,3,17,heldout_refit_on_rule_activations,0.9378802489099666,51.87933100448915,0.2802125020558651,1.0,1.0
llama3.1:70b,medium,explanation_length,10,17,heldout_refit_on_rule_activations,0.9484987869110194,41.68155696774801,0.6287007059446645,1.0,1.0
llama3.1:70b,hard,subjectivity_score_nn,1,38,heldout_refit_on_rule_activations,0.764654205643167,0.04760680264825366,0.4367555287490424,0.45599876547010804,0.41786743515850144
llama3.1:70b,hard,subjectivity_score_nn,3,38,heldout_refit_on_rule_activations,0.7830245997979939,0.04185417316065053,0.610036170726273,1.0,1.0
llama3.1:70b,hard,subjectivity_score_nn,10,38,heldout_refit_on_rule_activations,0.786226344226731,0.04140702069119582,0.5788990241890655,1.0,1.0
llama3.1:70b,easy,oversimplification,1,129,heldout_refit_on_rule_activations,0.008182014930687376,0.7508654974096577,0.08930857230871578,0.04214142478992856,0.08947623666343356
llama3.1:70b,easy,oversimplification,3,129,heldout_refit_on_rule_activations,0.03188075843815874,0.7362095412610398,0.16279298914517792,0.11406806125938657,0.42135844520136245
llama3.1:70b,easy,oversimplification,10,129,heldout_refit_on_rule_activations,0.04803673673359843,0.7230732066125043,0.1939842454403316,0.11406806125938657,0.42135844520136245
gpt-3.5-turbo,hard,framing_effect,1,54,heldout_refit_on_rule_activations,0.7755393562767225,0.5473965525881166,0.7768666415591275,0.9781930456185692,0.983575786015955
gpt-3.5-turbo,hard,framing_effect,3,54,heldout_refit_on_rule_activations,0.7863166674406019,0.5382933259868926,0.7848797636365628,0.9944215867052112,0.9985439249312409
gpt-3.5-turbo,hard,framing_effect,10,54,heldout_refit_on_rule_activations,0.8002442168926415,0.528813419533307,0.7837401897523023,0.9944215867052112,0.9985439249312409
gpt-3.5-turbo,hard,oversimplification,1,8,heldout_refit_on_rule_activations,0.19017401180702875,0.7091265463353281,0.44712037088307394,-0.08343138448992754,0.0
gpt-3.5-turbo,hard,oversimplification,3,8,heldout_refit_on_rule_activations,0.23959409184288327,0.6937286112394292,0.5053439775082779,0.0072962692135391475,0.02197802197802198
gpt-3.5-turbo,hard,oversimplification,10,8,heldout_refit_on_rule_activations,0.25499515308049603,0.6906985183320417,0.5115784822193413,0.007659063339456039,0.023255813953488372
gpt-4o-mini,easy,oversimplification,1,69,heldout_refit_on_rule_activations,0.03350293050746056,0.44708503527993526,0.18331022753703957,0.20255793984230921,0.4588852786803299
gpt-4o-mini,easy,oversimplification,3,69,heldout_refit_on_rule_activations,0.03603020045199712,0.44662509086381585,0.17421220078310146,0.20255793984230921,0.4588852786803299
gpt-4o-mini,easy,oversimplification,10,69,heldout_refit_on_rule_activations,0.054835299799827486,0.4359970337114478,0.21960496188196504,0.6625530034705103,0.6351084812623274
gpt-4o-mini,hard,information_overload,1,105,heldout_refit_on_rule_activations,0.4153483764891204,0.5022249885730242,0.5699705329548485,1.0,1.0
gpt-4o-mini,hard,information_overload,3,105,heldout_refit_on_rule_activations,0.5910071050579726,0.39999341973694413,0.710987226125129,1.0,1.0
gpt-4o-mini,hard,information_overload,10,105,heldout_refit_on_rule_activations,0.5961329666023911,0.39337054584085196,0.6916902432696191,1.0,1.0
gpt-4o,hard,oversimplification,1,111,heldout_refit_on_rule_activations,0.04002224113204389,0.3058340980024106,0.17409597098901206,-0.01617933834128252,0.003194888178913738
gpt-4o,hard,oversimplification,3,111,heldout_refit_on_rule_activations,0.3191938501117769,0.21700080314315734,0.5359399989548014,0.8276784835665514,0.8229166666666666
gpt-4o,hard,oversimplification,10,111,heldout_refit_on_rule_activations,0.4090881080874973,0.20284481727431242,0.4777850262012806,0.8276784835665514,0.8229166666666666
gpt-4o-mini,hard,gunning_fog,1,38,heldout_refit_on_rule_activations,0.536598667842012,2.679241409177595,0.539745732009798,1.0,1.0
gpt-4o-mini,hard,gunning_fog,3,38,heldout_refit_on_rule_activations,0.5723948806353061,2.5819745472636106,0.4946338621408171,1.0,1.0
gpt-4o-mini,hard,gunning_fog,10,38,heldout_refit_on_rule_activations,0.5854694479192719,2.555180734272302,0.5094804356790276,1.0,1.0
